_CATEGORY_;_NAME_;_DESCRIPTION_;_IMAGE_;_IMAGES_;_ATTRIBUTES_;_DOWNLOADS_;_SKU_;_URL_
Accessories Standard;Diagnostic Software PSCS.PSF;Enables the communication between the actuator and a PC, giving access to parameters and data log.A freely available software is necessary to run PSCS PSF. The software can be downloaded with the following link:Software PSCS.PSF;https://www.ps-automation.com/wp-content/uploads/produktbild-_PSCS_USB.png;https://www.ps-automation.com/wp-content/uploads/produktbild-_PSCS_USB.png;;Instructions | Operating Instructions Diagnosis Software PSCS.PSF | 02.2023 | https://www.ps-automation.com/wp-content/uploads/OI_PSCS_PSF_ENG.pdf;pscs-psf;https://www.ps-automation.com/products-2/pscs-psf/?lang=en
Accessories Standard;Electronic positioner (PSAP);The electronic positioner allows control of the actuator via 0(2)-10V or 0(4)-20 mA signal. Signal range, sensitivity and zero position are adjustable. When retrofitting, please be aware that a potentiometer PD210 or PD2 210 (1kΩ when combined with PSPT) is required.Variants:– PSAP.2A PSAP.2A/R (for motor current > 1A)– PSAP.3 PSAP.3/R (for motor current > 1A)How to commission PSAP.3;https://www.ps-automation.com/wp-content/uploads/produktbild_PSAP.png;https://www.ps-automation.com/wp-content/uploads/produktbild_PSAP.png;;"Technical Data | Data sheet PSAP | 02.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PSAP_ENG.pdf
Instructions | Installation Instruction PSAP for PSL Mod. 4 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PSAP_PSL_Mod4_GER_ENG_8034352.pdf
Instructions | Installation Instruction PSAP for PSQx03, PSR and PSL Mod. 3 | 11.2023 | https://www.ps-automation.com/wp-content/uploads/II_PSAP_PSQ_PSR_PSL_Mod3_GER_ENG_8031448.pdf
Instructions | Installation Instruction PSAP.2/R and PSAP.3/R with extern Relais for PSL Mod. 4 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PSAP_2R_PSL_Mod4_GER_ENG.pdf";psap;https://www.ps-automation.com/products-2/psap/?lang=en
Accessories Standard;Electronic position transmitter (PSPT);The electronic position transmitter PSPT transmits the actuator position as a (0)4-20 mA signal. The signal range and the zero-point (only with PSPT03) are fully adjustable.When retrofitting, please be aware that a potentiometer PD210 or PD2 210 (1kΩ when combined with PSAP) is required.Variants:– PSPT02 (2-wire type) – PSPT03 (3-wire type);https://www.ps-automation.com/wp-content/uploads/produktbild_PSPT.png;https://www.ps-automation.com/wp-content/uploads/produktbild_PSPT.png;;"Technical Data | Data sheet PSPT | 04.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PSPT_ENG.pdf
Instructions | Installation Instruction PSPT | 02.2023 | https://www.ps-automation.com/wp-content/uploads/II_PSPT_PSQx02_GER_ENG_8031449.pdf";pspt;https://www.ps-automation.com/products-2/pspt/?lang=en
Accessories Standard;Potentiometer (PD);The potentiometer is used to feed the actual valve position back to the positioning circuit. It can be wired to an external control circuit or the integrated positioner PSAP and/or the electronic position transmitter PSPT. Available as single or tandem potentiometer.Variants:– PD210 (100 Ω, 200 Ω, 500 Ω, 1 kΩ, 2 kΩ) – PD210 (for PSAP or PSPT, 1×1 kΩ) – PD2 210 (for PSAP and PSPT, 2×1 kΩ);https://www.ps-automation.com/wp-content/uploads/produktbild_PD.png;https://www.ps-automation.com/wp-content/uploads/produktbild_PD.png;;"Technical Data | Data sheet PD Potentiometer | 04.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PD210_PD2_210_ENG.pdf
Instructions | Installation Instruction PD PSL Mod.4 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PD_PSL_Mod4_GER_ENG_8034351.pdf
Instructions | Installation Instruction PD PSQx02/PSR | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PD_PSQx02_PSR_GER_ENG_8031446.pdf
Instructions | Installation Instruction PD PSQx03/PSR-E-C | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PD_PSQx03_PSR-E-C_GER_ENG_8034831.pdf
Instructions | Installation Instruction PD PSR-E/PSQ-E | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PD_PSR-E_PSQ-E_GER_ENG_8034800.pdf
Instructions | Installation Instruction PD V1 for PSL Mod. 4 with Main Frame V2 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PDV1_MFV2_PSL_Mod4_GER_ENG_8034797.pdf
Instructions | Installation Instructions Potentiometer V2 PSL Model 4 with Main Frame V2 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_PDV2_MFV2_PSL_Mod4_GER_ENG_8034798.pdf";pd;https://www.ps-automation.com/products-2/pd/?lang=en
Accessories Standard;Two additional limit switches (2DE);The two additional limit switches allow the detection of the maximum torque limit. Maximum torque is detected in “open” & “close” direction of travel.The signal is made over a potential-free changeover contact. They are suitable for currents from 100 mA to 5 A. Gold contacts are available for currents from 0.1 mA to 100 mA.Variants: 2DE/ 2DE Gold (only PSQ);https://www.ps-automation.com/wp-content/uploads/produktbild_2DE.png;https://www.ps-automation.com/wp-content/uploads/produktbild_2DE.png;;Technical Data | Data sheet Two Additional Limit Switches 2DE/2WE | 02.2023 | https://www.ps-automation.com/wp-content/uploads/TD_2WE_2DE_ENG_PSL_PSQx03_PSR-E-C_ENG.pdf;2de;https://www.ps-automation.com/products-2/2de/?lang=en
Accessories Standard;Two additional position switches (2WE);The two additional position switches allow the detection of two fully adjustable actuator positions.The signal is available in the “open” and “close” direction of travel. Standard switches with silver contacts are suitable for currents 100 mA to 5 A at voltages in the range of 24 V to 230 V AC/DC. For lower power up to 0,12 VA (0,1 mA to 100 mA at 1 V to 24 V AC/DC) we recommend switches with gold contacts (2WE Gold).Variants:– 2WE/ 2WE Gold – 2WO/ 2WO Gold (for AMS only) – 2WC/ 2WC Gold (for AMS only);https://www.ps-automation.com/wp-content/uploads/produktbild_2WE.png;https://www.ps-automation.com/wp-content/uploads/produktbild_2WE.png;;"Technical Data | Data sheet Two Additional Limit Switches 2DE/2WE | 02.2023 | https://www.ps-automation.com/wp-content/uploads/TD_2WE_2DE_ENG_PSL_PSQx03_PSR-E-C_ENG.pdf
Instructions | Installation Instruction 2WE PSL Mod4 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_2WE_PSL_Mod4_GER_ENG_8034362.pdf
Instructions | Installation Instruction 2WE PSQx02/PSR | 04.2023 | https://www.ps-automation.com/wp-content/uploads/II_2WE_PSQx02_PSR_GER_ENG_8033433.pdf
Instructions | Installation Instruction 2WE PSQx03 | 01.2023 | https://www.ps-automation.com/wp-content/uploads/II_2WE_PSQx03_GER_ENG_8034828.pdf";2we;https://www.ps-automation.com/products-2/2we/?lang=en
Accessories Standard;Control room heating (HR);For environments with high temperature fluctuations or high humidity, we recommend a heating resistor be fitted to prevent the build up of condensation within the enclosure.The heating resistor is designed to ensure a minimum operating temperature in small enclosures. Self regulating and temperature limiting.;https://www.ps-automation.com/wp-content/uploads/produktbild_hr.png;https://www.ps-automation.com/wp-content/uploads/produktbild_hr.png;;Instructions | Installation Instruction HR | 04.2025 | https://www.ps-automation.com/wp-content/uploads/II_HR_GER_ENG_8031269.pdf;hr;https://www.ps-automation.com/products-2/hr/?lang=en
Accessories Standard;Drive Bush;Drive bush is used for mechanical connection between a quarter-turn actuator and a valve shaft. There are various machinings available such as square, double d, keyway.;https://www.ps-automation.com/wp-content/uploads/produktbild_Steckkupplung.png;https://www.ps-automation.com/wp-content/uploads/produktbild_Steckkupplung.png;;Technical Data | Data sheet Drive Bush for Quarter-turn Actuators | 11.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PSQ_PSR-E_DriveBush_ENG.pdf;drive-bush;https://www.ps-automation.com/products-2/drive-bush/?lang=en
Ex-Proof Acuators;PS-AMS PSQ-S;PS-AMS PSQ-S is an intelligent quarter-turn actuator with a new  compact actuator housing and Wi-Fi Access Point for easy and wireless parameterisation with mobile devices. Available in torque ranges: 60-200 Nm, 250-400 Nm and 450-1500 Nm.Optimized gearbox with brushless motor for energy-efficient and application friendly operation. With Hall-sensor is the contactlessand non-wearing position monitoring possible.Planned is ATEX-approval in Zone 1 and 2 as well as Zone 21 and 22 according to ATEX-directive 2014-34-EU equipment group II, category 2.– Comprehensive diagnostic functions– Wi-Fi Access Point– 7-segment display for parameterisation– Contactless position indicator for reliable tightness– New compact actuator housing with enclosure IP68– All accessories are fully integrable under the main cover;https://www.ps-automation.com/wp-content/uploads/produktbild-psq-s-ams-mit-beschreibungen.png;https://www.ps-automation.com/wp-content/uploads/produktbild-psq-s-ams-mit-beschreibungen.png;TECHNICAL DATA | PSQ-S-200-AMS | 200 Nm | 6 – 20 s / 90° | F05/F07/F10 | 24 / 100-240 / 180-500 VAC and 24 VDC;"Product Summary | Product Summary PS-AMS PSQ-S | 05.2024 | https://www.ps-automation.com/wp-content/uploads/PS_PSQ-S-AMS_ENG.pdf
Technical Data | Technical Data PSQ-S-200-AMS | 09.2023 | https://www.ps-automation.com/wp-content/uploads/TD_AMS2x_PSQ-S-200_ENG.pdf
Instructions | Operating Instruction PS-AMS PSQ-S | 05.2024 | https://www.ps-automation.com/wp-content/uploads/OI_AMS1x_PSQ-S_ENG.pdf
Instructions | Operating Instruction PSC.3 | 05.2024 | https://www.ps-automation.com/wp-content/uploads/OI_AMS1x_PSC_3_PSQ-S_ENG.pdf
Instructions | Operating Instruction PSCS-WIFI | 05.2024 | https://www.ps-automation.com/wp-content/uploads/OI_PSCS_WIFI_ENG.pdf";ps-ams-psq-s;https://www.ps-automation.com/products/ps-ams-psq-s/?lang=en
Ex-Proof Acuators;PSF-EX / PSF-M-EX;The approved explosion-proof linear actuator PSF-EX / PSF-M-EX with fail safe function has contactless, nonwearing travel detection with Hall sensor for exact positioning. Power spring is integrated for fail safe function in case of loss of power supply, either extending or retracting actuator stem.– EX protection according to ATEX:   TPS 22 ATEX 110398 0002 X   Ex db eb IIC T6/T4 Gb   Ex h db eb IIC T6/T4 Gb   Ex tb IIIC T80°C/T100°C Db   Ex h tb IIIC T80°C/T100°C Db– EX protection according to IECEx:   IECEx TPS 22.0019X (www.iecex.com)   Ex db eb IIC T6/T4 Gb   Ex tb IIIC T80°C/T100°C Db– Manual operation of the acuator possible also in hazardous area– Integrated power spring– Controller with integrated positioner function– Automatic commissioning;https://www.ps-automation.com/wp-content/uploads/produktbild_psf-ex_psf-m-ex.png;https://www.ps-automation.com/wp-content/uploads/produktbild_psf-ex_psf-m-ex.png;"TECHNICAL DATA | PSF-401-EX | 1 kN | 0,3 mm/s | 40 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-402-EX | 2 kN | 0,3 mm/s | 40 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-402.1-EX | 2 kN | 0,9 mm/s | 40 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-402.2-EX | 2 kN | 2 mm/s | 40 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-M401-EX | 1 kN | 0,5 / 0,75 / 1,0 mm/s | 40 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-M402-EX | 2 kN | 0,5 / 0,75 / 1,0 mm/s | 40 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-M405-EX | 5 kN | 0,5 / 0,75 / 1,0 mm/s | 50 mm | 24 VAC + DC, 100 – 240 VAC
TECHNICAL DATA | PSF-M410-EX | 10 kN | 0,17 / 0,25 / 0,33 mm/s | 50 mm | 24 VAC + DC, 100 – 240 VAC";"Product Summary | Prospect PSF-EX | 05.2024 | https://www.ps-automation.com/wp-content/uploads/PS_PSF-EX_ENG.pdf
Product Summary | Prospect PSF-M-EX | 02.2025 | https://www.ps-automation.com/wp-content/uploads/PS_PSF-M-EX_ENG.pdf
Technical Data | Technical Data PSF-401-EX & PSF-402-EX | 10.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PSF_EX_ENG.pdf
Technical Data | Technical Data PSF-402.1-EX | 10.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PSF-EX402.1_ENG.pdf
Technical Data | Technical Data PSF-402.2-EX | 10.2023 | https://www.ps-automation.com/wp-content/uploads/TD_PSF-EX402.2_ENG.pdf
Technical Data | Technical Data PSF-M-EX | 06.2024 | https://www.ps-automation.com/wp-content/uploads/TD_PSF-M-EX_ENG.pdf
Technical Data | EU-Type Examination Certificate TPS 22 ATEX 110398 0002 X | 08.2024 | https://www.ps-automation.com/wp-content/uploads/TPS-22-ATEX-110398-0002-X-EN.pdf
Technical Data | Form New Adaption | 02.2023 | https://www.ps-automation.com/wp-content/uploads/New_Adaption_ValveCapture_ENG.pdf
Instructions | Operating Instruction PSF-EX (ATEX) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-EX_ATEX_ENG_8035623.pdf
Instructions | Operating Instruction PSF-EX (IECEx) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-EX_IECEx_ENG_8035624.pdf
Instructions | Operating Instruction PSF-M-EX (ATEX) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-M-EX_ATEX_ENG_8035625.pdf
Instructions | Operating Instruction PSF-M-EX (IECEx) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-M-EX_IECEx_ENG_8035626.pdf";psf-ex-psf-m-ex;https://www.ps-automation.com/products/psf-ex-psf-m-ex/?lang=en
Ex-Proof Acuators;PSF-Q-EX / PSF-Q-M-EX;The PSF-Q-EX / PSF-Q-M-EX is a multifunctional explosion-proof actuator for industrial valves in various applications with either extending or retracting output stem in case of power failure. It features contactless, non-wearing travel detection with Hall sensor for exact positioning.PSF-Q-EX: integrated power spring causes the fail safe in the case of loss of power supplyPSF-Q-M-EX: manual override can be operated by using the hand wheel or the two buttons of the local control– EX protection according to ATEX:   TPS 22 ATEX 110398 0002 X   Ex db eb IIC T6/T4 Gb   Ex h db eb IIC T6/T4 Gb   Ex tb IIIC T80°C/T100°C Db   Ex h tb IIIC T80°C/T100°C Db– EX protection according to IECEx:   IECEx TPS 22.0019X (www.iecex.com)   Ex db eb IIC T6/T4 Gb   Ex tb IIIC T80°C/T100°C DbDue to its robustness and small dimensions the PSF-Q-EX/PSF-Q-M-EX series is an interesting extension of the product range for the industrial as well as the heating, ventilation and air-conditioning sectors.– Microprocessor-supported control with integrated positioners– Brushless DC motor (BLDC)– Contactless, non-wearing position decoding with Hall sensor– Robust industrial design with polycarbonate cover Powder-coated aluminum gearbox– Manual operation of the acuator possible also in hazardous area– Integrated power spring– Controller with integrated positioner function– Automatic commissioning;https://www.ps-automation.com/wp-content/uploads/produktbild-mit-beschreibungen.png;https://www.ps-automation.com/wp-content/uploads/produktbild-mit-beschreibungen.png;"TECHNICAL DATA | PSF-Q50-EX | 50 Nm | 25 s / 90° | F05/F07 | 24 VAC/DC, 100 – 240 VAC
TECHNICAL DATA | PSF-Q80-EX | 80 Nm | 30 s / 90° | F05/F07 | 24 VAC/DC, 100 – 240 VAC
TECHNICAL DATA | PSF-Q-M50-EX | 50 Nm | 16 / 20 / 30 s (adjustable) | F05/F07 | 24 VAC/DC, 100 – 240 VAC
TECHNICAL DATA | PSF-Q-M80-EX | 80 Nm | 16 / 20 / 30 s (adjustable) | F05/F07 | 24 VAC/DC, 100 – 240 VAC";"Product Summary | Product Summary PSF-Q-EX | 04.2024 | https://www.ps-automation.com/wp-content/uploads/PS_PSF-Q-EX_ENG.pdf
Product Summary | Product Summary PSF-Q-M-EX | 04.2024 | https://www.ps-automation.com/wp-content/uploads/PS_PSF-Q-M-EX_ENG.pdf
Technical Data | Data Sheet PSF-Q-EX | 04.2024 | https://www.ps-automation.com/wp-content/uploads/TD_PSF-Q-EX_ENG.pdf
Technical Data | Data Sheet PSF-Q-M-EX | 04.2024 | https://www.ps-automation.com/wp-content/uploads/TD_PSF-Q-M-EX_ENG.pdf
Technical Data | EU-Type Examination Certificate TPS 22 ATEX 110398 0002 X | 08.2024 | https://www.ps-automation.com/wp-content/uploads/TPS-22-ATEX-110398-0002-X-EN.pdf
Instructions | Operating Instruction PSF-Q-EX (ATEX) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-Q-EX_ENG_ATEX_8035798.pdf
Instructions | Operating Instruction PSF-Q-EX (IECEx) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-Q-EX_ENG_IECEX_8035799.pdf
Instructions | Operating Instruction PSF-Q-M-EX (ATEX) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-Q-M-EX_ENG_ATEX_8035800.pdf
Instructions | Operating Instruction PSF-Q-M-EX (IECEx) | 04.2025 | https://www.ps-automation.com/wp-content/uploads/OI_PSF-Q-M-EX_ENG_IECEX_8035801.pdf";psf-q-ex-psf-q-m-ex;https://www.ps-automation.com/products/psf-q-ex-psf-q-m-ex/?lang=en
